"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Symbol"
"ENSMUSG00000002289",4940.31468827738,1.80100267220497,0.115821954459289,9.94775535864467e-57,3.32533566128774e-53,"Angptl4"
"ENSMUSG00000026077",668.523546604036,2.90606979303741,0.21235386805753,1.60666317792977e-45,3.83625262227403e-42,"Npas2"
"ENSMUSG00000073557",5950.88742593652,1.36288722228252,0.102018917194497,7.42443123893938e-43,1.37879937475148e-39,"Ppp1r12b"
"ENSMUSG00000039959",3077.07006355248,1.56637412357566,0.119515577996579,1.935352022509e-41,2.69562280868463e-38,"Hip1"
"ENSMUSG00000020788",9564.66006236822,1.41017629565266,0.110468875192427,1.7182648960018e-39,2.20915995936724e-36,"Atp2a3"
"ENSMUSG00000024049",1636.56453983726,1.38948417164773,0.109530804033305,4.85391113443385e-39,5.79487647863767e-36,"Myom1"
"ENSMUSG00000041828",9382.08174623827,1.10794123499766,0.0943958596547392,1.12204642476724e-33,9.87046523345241e-31,"Abca8a"
"ENSMUSG00000037820",12447.8599690841,1.24275248675666,0.108523532891234,2.04655680084514e-32,1.62886430330122e-29,"Tgm2"
"ENSMUSG00000006342",3553.28402913341,1.25266727284292,0.110796313971045,1.05699032649209e-31,8.03024378044948e-29,"Susd2"
"ENSMUSG00000068747",3215.27866007509,1.26967992782473,0.113832285641781,5.67303194767141e-31,3.7927622389352e-28,"Sort1"
"ENSMUSG00000027993",2610.72236912802,1.23340261426455,0.110695562166471,7.07090168414468e-31,4.5455019518767e-28,"Trim2"
"ENSMUSG00000066113",3837.82458942231,1.15364114815007,0.103743613516908,1.15563820982312e-30,7.15382853295688e-28,"Adamtsl1"
"ENSMUSG00000024900",3465.52714197727,1.3601014945701,0.123312101815253,1.92649546057294e-30,1.14998018314343e-27,"Cpt1a"
"ENSMUSG00000052296",3041.59869308284,1.9103908671484,0.177509210237297,2.43706540044382e-29,1.27290972196931e-26,"Ppp6r1"
"ENSMUSG00000053469",228.210656460534,3.78480044154317,0.353258132083568,4.57878777782371e-28,2.06837456536609e-25,"Tg"
"ENSMUSG00000050315",3530.4551560874,1.09111366862859,0.106276817588995,1.44461217809034e-26,5.8212971885262e-24,"Synpo2"
"ENSMUSG00000083405",898.061442373926,1.91950918723107,0.189602593965491,1.93840404503466e-26,7.53453144388588e-24,"Gm15725"
"ENSMUSG00000005611",4398.38086845358,1.41674641798499,0.143327299674127,3.14291581734971e-25,1.09438947856631e-22,"Mrvi1"
"ENSMUSG00000049516",21546.9092882129,1.08539919304076,0.112671933501567,8.57109282166682e-24,2.70296689474225e-21,"Spty2d1"
"ENSMUSG00000025092",3465.8594897206,1.29222420335047,0.135754928607413,1.36638677887457e-23,4.15232520401992e-21,"Hspa12a"
"ENSMUSG00000004098",9221.43459182835,1.00897234155514,0.107780182531071,1.62753875745762e-22,4.53378046535777e-20,"Col5a3"
"ENSMUSG00000033792",2200.0541097171,1.03558188372748,0.113385914748541,1.21580173049567e-21,3.03297166022458e-19,"Atp7a"
"ENSMUSG00000038244",3246.09585680889,1.13945468377648,0.125482569757228,1.29770297497098e-21,3.18967757700956e-19,"Mical2"
"ENSMUSG00000021823",11505.2671046229,1.06085601296264,0.116592456126083,1.4947715319595e-21,3.6208132442277e-19,"Vcl"
"ENSMUSG00000025324",2290.00200864709,1.24960021997898,0.138584841808686,1.65936644943038e-21,3.96209297653992e-19,"Atp10a"
"ENSMUSG00000017631",4333.24925184246,1.13698184008018,0.12623380520244,2.56746381935665e-21,5.96008198287876e-19,"Abr"
"ENSMUSG00000032911",6404.54587884583,1.16880643448885,0.130379324349806,3.37771732589441e-21,7.52735565133323e-19,"Cspg4"
"ENSMUSG00000040433",2929.90609693646,1.05323299024002,0.116845116844742,3.36227227396063e-21,7.52735565133323e-19,"Zbtb38"
"ENSMUSG00000029708",6347.46379382561,1.28681441418515,0.145184548843526,6.09241549149527e-21,1.33985042795858e-18,"Gcc1"
"ENSMUSG00000003660",3343.27642318116,1.2661533009105,0.143229052144837,7.86327525554894e-21,1.70684133274344e-18,"Snrnp200"
"ENSMUSG00000090035",800.374322576735,1.70374715932807,0.194343051407657,9.78519075748898e-21,2.09679074770091e-18,"Galnt4"
"ENSMUSG00000022324",6634.40627622759,1.16412735818181,0.132412771957532,1.62278771870607e-20,3.34855233709299e-18,"Matn2"
"ENSMUSG00000038170",2387.70998193033,1.09839909443477,0.124792900221874,1.88635406447131e-20,3.84494168702117e-18,"Pde4dip"
"ENSMUSG00000016128",2870.10141853956,1.2301362926955,0.141483373532089,3.13350320618251e-20,6.31004489013668e-18,"Stard13"
"ENSMUSG00000079243",3767.17834204658,1.24755461067456,0.145846273881599,1.0214762474416e-19,1.87614879118009e-17,"Xirp1"
"ENSMUSG00000037709",627.157945705648,1.7362340943742,0.204449447169402,1.03317869768198e-19,1.8770161688105e-17,"Fam13a"
"ENSMUSG00000034354",3065.57529400938,1.18920929982997,0.14076094158564,2.99006872233205e-19,4.99760086250578e-17,"Mtmr3"
"ENSMUSG00000042129",204.498130741389,2.28165535362215,0.27987116385919,5.88275612416295e-19,9.54605687953977e-17,"Rassf4"
"ENSMUSG00000051339",1124.3115070584,1.58802834689369,0.191604511865199,6.35367882500129e-19,1.02110949885646e-16,"2900026A02Rik"
"ENSMUSG00000004508",895.548337833279,1.4696184150985,0.17854237010277,1.10338032906214e-18,1.70758322406895e-16,"Gab2"
"ENSMUSG00000058230",1298.69887188901,1.0653232384363,0.12880445396547,2.12785446020441e-18,3.20405040070779e-16,"Arhgap35"
"ENSMUSG00000020357",1365.68458313789,1.61512619296235,0.198450208294472,2.1543078726953e-18,3.21491980216333e-16,"Flt4"
"ENSMUSG00000040648",952.038358953403,1.17002238007084,0.145502569398157,9.55215783098991e-18,1.30864562284562e-15,"Ppip5k2"
"ENSMUSG00000019907",1796.92660840391,1.75496537796993,0.221713359518572,1.17932948851766e-17,1.60254577813693e-15,"Ppp1r12a"
"ENSMUSG00000054203",1020.1620161867,2.22025498948035,0.286584724871374,1.77783947983719e-17,2.33974874535424e-15,"Ifi205"
"ENSMUSG00000029313",1991.19826182561,1.52305894205596,0.193770434576751,2.15970825664046e-17,2.8201065469913e-15,"Aff1"
"ENSMUSG00000033306",5195.03672369397,1.03978989949396,0.130073390258746,2.33476462003775e-17,3.02505859374504e-15,"Lpp"
"ENSMUSG00000034731",645.156484523822,1.50186892221783,0.191334620488215,2.38893882236166e-17,3.07144026745791e-15,"Dgkh"
"ENSMUSG00000042607",942.970509042954,1.36183648236711,0.176829598502595,9.00989313709924e-17,1.1072893668638e-14,"Asb4"
"ENSMUSG00000019820",851.74178995497,2.21179369594577,0.293711018514969,9.66864252532348e-17,1.17102674759606e-14,"Utrn"
"ENSMUSG00000018604",2129.51101215387,1.68308450631104,0.219985233909228,9.93921833904762e-17,1.19513737639455e-14,"Tbx3"
"ENSMUSG00000025241",2819.30377091677,1.22491546006309,0.158682403721986,1.05885675036211e-16,1.26412369468231e-14,"Fyco1"
"ENSMUSG00000032289",2709.06304664856,1.50499301437179,0.197367769137504,1.37448537497166e-16,1.61782736318847e-14,"Thsd4"
"ENSMUSG00000039523",2238.96421125136,1.03542609520635,0.134779091071729,2.83804840370092e-16,3.17604721017035e-14,"Cep104"
"ENSMUSG00000022893",77050.5469851711,1.01270072392152,0.131941660445685,3.32732718052924e-16,3.63483310427227e-14,"Adamts1"
"ENSMUSG00000043940",2361.71761476863,1.56919392405908,0.210074813055263,4.28580665258128e-16,4.56260970644863e-14,"Wdfy3"
"ENSMUSG00000007817",1825.19143040332,1.45275039189152,0.194860112545606,5.28037776757468e-16,5.5160146254527e-14,"Zmiz1"
"ENSMUSG00000004677",1291.35232033621,1.22642686692431,0.165015699660745,9.59921616798398e-16,9.43772347245201e-14,"Myo9b"
"ENSMUSG00000033453",1137.66468519514,1.30995741749698,0.177238981669846,1.0681389210397e-15,1.04402771498582e-13,"Adamts15"
"ENSMUSG00000023977",1325.76290663475,1.03885068868846,0.138612092931224,1.18845329196461e-15,1.14159817941934e-13,"Ubr2"
"ENSMUSG00000019966",2586.88927716024,1.05853755526337,0.141983671154824,1.46942567761339e-15,1.40342747289316e-13,"Kitl"
"ENSMUSG00000024978",443.277866259117,2.73859690844849,0.386325318675116,1.52345753531076e-15,1.43050950815641e-13,"Gpam"
"ENSMUSG00000032198",645.28846563478,1.9118867114221,0.264544583151531,1.77649458178099e-15,1.64957391332708e-13,"Dock6"
"ENSMUSG00000005952",2117.37400883331,1.180965108873,0.160677233543638,2.04359773874592e-15,1.85634198942387e-13,"Trpv1"
"ENSMUSG00000021375",1940.16012222469,1.13575557664356,0.154078336763031,2.03517878211933e-15,1.85634198942387e-13,"Kif13a"
"ENSMUSG00000027875",2193.21911918378,1.36381139176438,0.187159583473512,2.09701392666412e-15,1.89276469813507e-13,"Hmgcs2"
"ENSMUSG00000058325",2705.81185094951,1.05163904001017,0.141889715927773,2.10634338789711e-15,1.89276469813507e-13,"Dock1"
"ENSMUSG00000030084",1453.19229922873,1.1194227127505,0.155175054567091,6.9487856471071e-15,5.80710016528741e-13,"Plxna1"
"ENSMUSG00000022801",2001.76343164642,1.11267024560783,0.154419195722934,7.58494285739954e-15,6.30720074221771e-13,"Lrch3"
"ENSMUSG00000029174",3530.04564993456,1.14956215869881,0.159980306324299,7.65484016669269e-15,6.33381180921295e-13,"Tbc1d1"
"ENSMUSG00000078937",489.228962823777,2.52917443096204,0.373725564918566,1.46662583525205e-14,1.16490907948432e-12,"Cpt1b"
"ENSMUSG00000026924",1273.73953790145,1.37534503002598,0.199258307541619,3.28475400528216e-14,2.51841185524248e-12,"Sec16a"
"ENSMUSG00000040152",63502.3263621685,1.2848262668164,0.185953476030008,3.73750622416199e-14,2.85245109728966e-12,"Thbs1"
"ENSMUSG00000020741",3230.90143965565,1.24294985212092,0.179662954604002,3.90251349744202e-14,2.964845936193e-12,"Cluh"
"ENSMUSG00000048232",1075.45572505119,1.01539443875913,0.145365546754518,5.64682623232468e-14,4.23233424426344e-12,"Fbxo10"
"ENSMUSG00000071856",466.138085104594,1.4954439224123,0.220499954261341,6.46673187608542e-14,4.77529786198681e-12,"Mcc"
"ENSMUSG00000006576",3721.78904295305,1.2025871607458,0.175468067011971,6.89812897876495e-14,5.05681262066129e-12,"Slc4a3"
"ENSMUSG00000042046",1493.3064142201,1.15291625925712,0.167776924036817,7.15480961419976e-14,5.17686094769415e-12,"Dstyk"
"ENSMUSG00000037486",1049.99337160282,1.02047811042209,0.148261439617251,1.13509893138858e-13,7.93809353105803e-12,"Asxl2"
"ENSMUSG00000034525",700.725380864622,1.29833570262065,0.194339166441216,1.76215629561702e-13,1.1972634278432e-11,"Ice1"
"ENSMUSG00000041528",2169.50002963793,1.00182582431812,0.14708974094496,2.04764206873793e-13,1.36897158147543e-11,"Rnf123"
"ENSMUSG00000070738",2356.27404152109,1.03711583983476,0.153415118431409,2.47158022397634e-13,1.61999968092316e-11,"Dgkd"
"ENSMUSG00000034235",962.842583113239,1.09226561171923,0.162592639720937,2.61360235528763e-13,1.69975680024426e-11,"Usp54"
"ENSMUSG00000030306",393.88868155285,2.01817344492209,0.312820104604388,2.94911394474698e-13,1.90314635028961e-11,"Tmtc1"
"ENSMUSG00000079020",1832.2037815572,1.11113232406679,0.166385028903523,3.18176344079102e-13,2.03754766855866e-11,"Slc45a4"
"ENSMUSG00000090958",5718.52508911519,1.19058790056716,0.180970719164329,4.69908613818765e-13,2.89817438057817e-11,"Lrrc32"
"ENSMUSG00000073700",18119.9050645776,1.13653326212663,0.172715173392867,5.59857079524918e-13,3.415128185102e-11,"Klhl21"
"ENSMUSG00000033396",674.148649740779,1.40156430385391,0.218469464794698,8.50625521059126e-13,4.97110313251127e-11,"Spg11"
"ENSMUSG00000033209",2196.43519683721,1.15451596263574,0.179085084690522,1.27680147971103e-12,7.25865984077899e-11,"Ttc28"
"ENSMUSG00000029577",2505.22936545569,1.01710399218442,0.157094544374564,1.86609082957294e-12,1.0303093268832e-10,"Ube3b"
"ENSMUSG00000054641",5589.46097984604,1.3255915393445,0.210174053742216,1.97002251222107e-12,1.07957233669715e-10,"Mmrn1"
"ENSMUSG00000027716",2795.72653417283,1.10659434058183,0.173478082236201,2.3807703739581e-12,1.29616273714449e-10,"Trpc3"
"ENSMUSG00000031431",11505.8869162629,1.0014543239018,0.155365174652215,2.42703287424605e-12,1.31705933312171e-10,"Tsc22d3"
"ENSMUSG00000101645",199.008746968106,17.7806202033573,3.72830749855905,2.61432860858543e-12,1.40954478593216e-10,"Gm28635"
"ENSMUSG00000078684",510.678163906494,1.11126706696944,0.175197773325877,2.953205332908e-12,1.56698012489601e-10,"5830417I10Rik"
"ENSMUSG00000041797",1905.0159066993,1.00856058217412,0.157774790056778,3.33133393692864e-12,1.75993275793811e-10,"Abca9"
"ENSMUSG00000051910",357.465426168523,1.40572416080096,0.228158524808404,4.2980236357717e-12,2.22406089932781e-10,"Sox6"
"ENSMUSG00000041341",739.132735768099,1.30372067332549,0.212271806351223,5.90847357531069e-12,2.94788738321621e-10,"Atg2b"
"ENSMUSG00000003226",6031.30451958084,1.08540863528355,0.174691632902541,7.52982347621751e-12,3.69071758303517e-10,"Ranbp2"
"ENSMUSG00000024251",241.093102124498,1.69914367402154,0.283789727368889,8.73834801971779e-12,4.27054821057202e-10,"Thada"
"ENSMUSG00000024163",1633.23671441106,1.29335287443951,0.214489987235821,1.21357278157209e-11,5.82863662965399e-10,"Mapk8ip3"
"ENSMUSG00000040506",1008.2937692614,1.02668202661899,0.167280238483286,1.5691571816385e-11,7.38785722081856e-10,"Ambra1"
"ENSMUSG00000100622",167.811531400175,7.12018053176058,1.09870390319856,1.6851122117126e-11,7.82360152960123e-10,"RP24-447G12.2"
"ENSMUSG00000019731",3011.30013162998,1.00584765779933,0.165145119206235,2.31769168887276e-11,1.05552858004957e-09,"Slc35e1"
"ENSMUSG00000039620",57.2156758252253,7.7050964461219,1.21015357898301,2.74586928680253e-11,1.2304144573624e-09,"6430573F11Rik"
"ENSMUSG00000039470",310.976984053557,1.45148018339636,0.248306710196994,2.75631179600425e-11,1.23179131974372e-09,"Zdhhc2"
"ENSMUSG00000020576",727.148461357336,1.14200377686623,0.193549926893984,4.21705365836155e-11,1.84512656664542e-09,"Nbas"
"ENSMUSG00000052934",1788.47019971798,1.02382294540232,0.171212050387153,4.23026972233234e-11,1.84607645271704e-09,"Fbxo31"
"ENSMUSG00000002343",351.280680190398,1.46257627374282,0.258832377169847,8.47242437469924e-11,3.51384866001794e-09,"Armc6"
"ENSMUSG00000032548",1474.80502465066,1.64188778348068,0.293171623198932,8.90681696983289e-11,3.66671277915731e-09,"Slco2a1"
"ENSMUSG00000047419",263.572019748877,2.80742846969873,0.522618076274616,1.00518655932003e-10,4.08775867456811e-09,"Cmya5"
"ENSMUSG00000043456",1027.17902337862,1.05055766218275,0.182287214683501,1.38384828247633e-10,5.49593179131528e-09,"Zfp536"
"ENSMUSG00000056900",314.806790212491,1.67025733930779,0.30285725690434,1.38434084249356e-10,5.49593179131528e-09,"Usp13"
"ENSMUSG00000029720",1344.34634811518,1.05191388846487,0.183687414420978,1.7067721964004e-10,6.68079402591014e-09,"Gm20605"
"ENSMUSG00000041949",466.298102185058,1.30894622999981,0.235719140881343,1.97801123992436e-10,7.6884836893246e-09,"Tango6"
"ENSMUSG00000047036",139.153406895498,8.66869769217574,1.45647699019478,2.26799391774823e-10,8.69432347276237e-09,"Zfp445"
"ENSMUSG00000037415",906.785352278485,1.00102981214671,0.175188447841862,2.31986016331987e-10,8.83237876303608e-09,"Ranbp10"
"ENSMUSG00000024112",2607.0084327611,1.11364903052917,0.199217070991623,2.92564725244897e-10,1.0939433596741e-08,"Cacna1h"
"ENSMUSG00000045790",1258.30492921545,1.03678295753609,0.184785443081947,3.58646823587028e-10,1.30030867883592e-08,"Ccdc149"
"ENSMUSG00000019984",542.703151817876,1.21182389982976,0.220936222694174,3.78377096021128e-10,1.35712334396934e-08,"Med23"
"ENSMUSG00000038718",355.564705702719,1.34831243879213,0.248931270566729,3.90548111899476e-10,1.39777754652845e-08,"Pbx3"
"ENSMUSG00000003435",1928.18837951798,1.74863101949092,0.330247785282279,4.09121595632314e-10,1.45490603178691e-08,"Supt5"
"ENSMUSG00000069515",622.289065040841,1.1370769934484,0.206461848303528,4.29222574014054e-10,1.51992078433705e-08,"Lyz1"
"ENSMUSG00000021277",472.919625415972,1.10028846704954,0.199069756653209,4.42097283996784e-10,1.56220169233029e-08,"Traf3"
"ENSMUSG00000033039",626.858267680925,1.34359729154225,0.251222839895343,5.74735094595329e-10,1.98473602707982e-08,"Micall1"
"ENSMUSG00000002831",607.998337707958,1.21455487238253,0.226111665596057,7.07241727421693e-10,2.40750269493405e-08,"Plin4"
"ENSMUSG00000092329",1382.55871054676,1.56933485511974,0.30115112720486,8.19320473150671e-10,2.73882447764806e-08,"Gm20388"
"ENSMUSG00000029009",2538.96678545236,1.24198376621856,0.234259968355819,9.56379144940072e-10,3.14045599774624e-08,"Mthfr"
"ENSMUSG00000044285",8735.35335845218,1.25561997878143,0.237818338918703,1.03739383246869e-09,3.38652353825813e-08,"Gm1821"
"ENSMUSG00000034126",518.654124024144,1.29115333002082,0.246824944287894,1.22874240333355e-09,3.91931307811391e-08,"Pomt2"
"ENSMUSG00000032777",1448.50152745099,1.24741944914803,0.239615183642151,1.58163708422259e-09,4.94643469611589e-08,"Gtf3c1"
"ENSMUSG00000027878",1455.22475547473,1.02716390325666,0.193183740942663,1.95607738392209e-09,5.98788963276079e-08,"Notch2"
"ENSMUSG00000038766",432.940431767335,1.28085732306758,0.250594582368249,2.38789180654159e-09,7.15254904203156e-08,"Gabpb2"
"ENSMUSG00000035181",718.04639428915,1.07592785680791,0.205525432947242,2.4694897261086e-09,7.3705448718177e-08,"Heatr5a"
"ENSMUSG00000024451",145.692969694951,1.85804107693741,0.379548505250336,2.61965693628546e-09,7.73585618958926e-08,"Arap3"
"ENSMUSG00000031385",1860.85887534009,1.31146570617781,0.259131077421496,2.87619533939604e-09,8.3604745917679e-08,"Plxnb3"
"ENSMUSG00000032115",794.56457671453,1.07379689383954,0.206359722713125,2.95262114544514e-09,8.56772740016841e-08,"Hyou1"
"ENSMUSG00000098428",150.485659642125,4.06584662396825,0.771886262361668,2.98507652816391e-09,8.64689239024812e-08,"Gm2260"
"ENSMUSG00000034055",1135.75123635038,1.06596854960504,0.205281368442464,3.23445323244421e-09,9.32080195294354e-08,"Phka1"
